shipment_id,order_id,carrier,shipping_cost,delivery_days,status
60660,51439,J&T,64500,8,Delivered
60661,93889,ViettelPost,68400,9,Delivered
60662,92851,ViettelPost,49100,4,Delivered
60663,77375,GHN,37600,7,Delivered
60664,66597,DHL,24600,6,Delivered
60665,68823,DHL,75600,6,Delivered
60666,26929,J&T,58800,7,Delivered
60667,65403,ViettelPost,50000,2,Delivered
60668,22728,DHL,31600,1,Lost
60669,40067,ViettelPost,9700,3,Delivered
60670,18166,J&T,52400,4,Delivered
60671,4967,GHN,70300,7,Delivered
60672,52896,DHL,32400,8,Delivered
60673,51275,GHN,500,6,Late
60674,36792,J&T,43700,7,Delivered
60675,96781,DHL,57000,2,Delivered
60676,31264,ViettelPost,32600,2,Delivered
60677,888,J&T,38800,5,Delivered
60678,74270,J&T,44600,8,Delivered
60679,5142,ViettelPost,51900,4,Delivered
60680,66628,J&T,23800,2,Delivered
60681,23549,DHL,59200,3,Delivered
60682,94088,GHN,15200,3,Delivered
60683,79198,J&T,46900,8,Delivered
60684,19342,DHL,75000,4,Delivered
60685,34053,J&T,41900,1,Delivered
60686,35015,J&T,67400,6,Delivered
60687,14547,J&T,69800,7,Late
60688,62109,DHL,65700,3,Delivered
60689,2348,DHL,56400,8,Delivered
60690,40923,ViettelPost,38500,5,Delivered
60691,15545,ViettelPost,69100,1,Late
60692,72804,DHL,71400,9,Delivered
60693,13350,GHN,46600,9,Delivered
60694,27846,J&T,55500,7,Delivered
60695,91579,DHL,78500,5,Delivered
60696,94309,J&T,34800,3,Delivered
60697,74207,ViettelPost,34500,3,Late
60698,97595,DHL,40600,1,Delivered
60699,25295,DHL,17400,3,Delivered
60700,52214,GHN,52900,3,Delivered
60701,37499,DHL,40500,6,Delivered
60702,76230,GHN,34800,4,Delivered
60703,60217,ViettelPost,57100,7,Delivered
60704,72252,GHN,35200,9,Lost
60705,10176,GHN,31400,7,Delivered
60706,66352,DHL,79200,6,Delivered
60707,77348,ViettelPost,40500,7,Late
60708,13882,ViettelPost,44200,9,Delivered
60709,85756,ViettelPost,67000,9,Delivered
60710,8050,J&T,55700,7,Delivered
60711,22681,DHL,49900,6,Delivered
60712,4888,J&T,81700,9,Delivered
60713,65035,J&T,81600,9,Late
60714,16250,ViettelPost,65900,7,Delivered
60715,4651,DHL,36300,5,Delivered
60716,16680,J&T,47900,5,Delivered
60717,35500,J&T,34000,6,Delivered
60718,69958,DHL,90000,2,Delivered
60719,51386,ViettelPost,44000,5,Delivered
60720,53549,J&T,51700,9,Delivered
60721,66559,ViettelPost,50000,1,Delivered
60722,94541,GHN,11800,6,Delivered
60723,6142,J&T,42100,1,Delivered
60724,22905,GHN,53400,3,Delivered
60725,63763,DHL,38000,2,Delivered
60726,76536,DHL,42400,7,Delivered
60727,48975,DHL,37700,3,Delivered
60728,56023,GHN,35300,6,Late
60729,46045,ViettelPost,44800,4,Late
60730,90442,J&T,72300,4,Delivered
60731,1481,ViettelPost,50500,3,Delivered
60732,99421,J&T,77900,9,Delivered
60733,99756,ViettelPost,67700,7,Delivered
60734,65538,J&T,60500,7,Delivered
60735,46004,ViettelPost,68900,2,Delivered
60736,1782,GHN,58200,3,Delivered
60737,94396,GHN,55600,6,Delivered
60738,12349,DHL,58000,3,Delivered
60739,57225,GHN,51400,1,Delivered
60740,9321,ViettelPost,70500,5,Delivered
60741,47769,ViettelPost,28000,6,Delivered
60742,11857,J&T,54900,2,Delivered
60743,81971,J&T,54500,6,Delivered
60744,94374,DHL,29400,5,Delivered
60745,4883,J&T,29000,8,Delivered
60746,89968,GHN,73600,3,Delivered
60747,10286,J&T,24400,1,Delivered
60748,11079,ViettelPost,60400,9,Delivered
60749,69492,DHL,85200,7,Delivered
60750,40894,J&T,18100,1,Delivered
60751,47956,ViettelPost,25400,1,Delivered
60752,29083,ViettelPost,49800,1,Delivered
60753,31267,GHN,74700,1,Late
60754,24491,J&T,47700,5,Delivered
60755,7605,GHN,18500,9,Late
60756,10213,DHL,83300,1,Delivered
60757,77506,DHL,68900,5,Delivered
60758,69431,DHL,77100,8,Delivered
60759,27786,ViettelPost,77900,7,Delivered
60760,34843,ViettelPost,48600,9,Delivered
60761,91738,GHN,71800,5,Delivered
60762,11252,DHL,57500,6,Delivered
60763,42282,GHN,14000,8,Delivered
60764,72606,DHL,34300,8,Delivered
60765,10421,GHN,58700,8,Delivered
60766,50869,J&T,39600,7,Delivered
60767,76723,GHN,26500,9,Delivered
60768,65130,J&T,27200,6,Delivered
60769,61692,ViettelPost,25200,4,Delivered
60770,77986,J&T,54000,-1,Late
60771,14740,ViettelPost,79600,6,Delivered
60772,40691,DHL,39700,4,Delivered
60773,82864,DHL,37100,2,Delivered
60774,44285,J&T,21300,9,Delivered
60775,33213,J&T,53700,2,Delivered
60776,71961,GHN,58700,5,Delivered
60777,48186,ViettelPost,63300,6,Delivered
60778,42381,ViettelPost,22400,3,Delivered
60779,83700,DHL,66200,9,Delivered
60780,50197,DHL,40300,7,Late
60781,43308,DHL,42200,5,Delivered
60782,84232,ViettelPost,86200,2,Delivered
60783,29081,GHN,80800,3,Delivered
60784,25413,GHN,66200,8,Delivered
60785,28845,ViettelPost,55600,4,Delivered
60786,86681,DHL,47600,5,Delivered
60787,91730,J&T,42400,7,Delivered
60788,23313,ViettelPost,65500,4,Delivered
60789,22082,J&T,41800,5,Late
60790,3806,ViettelPost,41200,5,Delivered
60791,89138,DHL,25900,9,Late
60792,16344,J&T,63900,1,Delivered
60793,8130,ViettelPost,60500,1,Delivered
60794,87237,J&T,67700,9,Delivered
60795,37698,DHL,33700,9,Delivered
60796,7037,ViettelPost,54700,7,Delivered
60797,97934,GHN,26700,3,Delivered
60798,82099,J&T,11800,8,Delivered
60799,64859,J&T,36500,1,Delivered
60800,40305,J&T,48100,8,Delivered
60801,32678,ViettelPost,35000,2,Delivered
60802,92162,J&T,20600,2,Delivered
60803,60698,ViettelPost,59300,6,Delivered
60804,48108,ViettelPost,40900,8,Delivered
60805,11185,DHL,22500,2,Delivered
60806,85814,DHL,1600,7,Delivered
60807,40738,GHN,34700,8,Delivered
60808,3521,GHN,33400,6,Delivered
60809,16180,DHL,56900,9,Delivered
60810,50993,J&T,49000,3,Late
60811,56954,J&T,35700,4,Delivered
60812,93955,GHN,85200,6,Delivered
60813,59995,J&T,57300,1,Delivered
60814,57364,J&T,34400,7,Late
60815,87722,J&T,69200,7,Delivered
60816,4632,J&T,61800,4,Delivered
60817,60580,DHL,26200,3,Late
60818,22021,GHN,9700,8,Delivered
60819,78223,ViettelPost,45800,8,Delivered
60820,19803,J&T,40700,4,Late
60821,50331,DHL,38500,1,Delivered
60822,18037,DHL,66400,6,Late
60823,56262,ViettelPost,57500,6,Delivered
60824,48452,DHL,98500,1,Delivered
60825,69890,ViettelPost,5200,2,Delivered
60826,26500,GHN,87500,8,Late
60827,35043,GHN,60100,8,Delivered
60828,24909,DHL,74500,5,Delivered
60829,6669,DHL,68900,5,Delivered
60830,11289,GHN,51400,1,Delivered
60831,52967,DHL,45100,7,Delivered
60832,50423,DHL,44800,4,Delivered
60833,62304,DHL,65400,1,Lost
60834,42624,J&T,39900,6,Delivered
60835,26921,ViettelPost,45800,2,Late
60836,64613,DHL,66200,5,Delivered
60837,4663,J&T,53300,2,Delivered
60838,28385,J&T,45400,3,Delivered
60839,16129,J&T,69000,7,Delivered
60840,42828,ViettelPost,78300,8,Delivered
60841,41184,GHN,18700,8,Delivered
60842,47664,DHL,41500,5,Delivered
60843,98596,J&T,61400,9,Delivered
60844,10330,DHL,41600,2,Delivered
60845,82400,GHN,68100,-1,Delivered
60846,24966,J&T,28300,8,Delivered
60847,55039,ViettelPost,60600,8,Delivered
60848,59876,ViettelPost,56100,2,Delivered
60849,2256,J&T,68000,8,Delivered
60850,12852,DHL,50500,8,Delivered
60851,71748,J&T,34400,6,Delivered
60852,60871,GHN,26200,4,Delivered
60853,74158,J&T,30300,7,Delivered
60854,49641,GHN,55400,9,Delivered
60855,48397,ViettelPost,53300,9,Delivered
60856,15042,J&T,20600,8,Late
60857,22613,J&T,21700,5,Delivered
60858,73617,DHL,43700,7,Delivered
60859,97018,GHN,62000,6,Delivered
60860,91057,J&T,69300,3,Delivered
60861,70661,GHN,77300,8,Late
60862,90500,DHL,34500,5,Delivered
60863,85758,J&T,33500,1,Delivered
60864,7945,DHL,49700,3,Delivered
60865,92854,DHL,49600,2,Delivered
60866,86772,DHL,27500,4,Delivered
60867,97596,GHN,46200,1,Late
60868,15344,J&T,44700,2,Delivered
60869,97329,GHN,43100,2,Delivered
60870,95131,DHL,67900,8,Delivered
60871,64477,GHN,37800,3,Delivered
60872,9085,ViettelPost,40300,7,Delivered
60873,38487,J&T,5300,4,Late
60874,87280,ViettelPost,64800,6,Delivered
60875,53554,DHL,34400,5,Delivered
60876,36072,GHN,81900,2,Delivered
60877,3485,DHL,72900,7,Delivered
60878,80079,DHL,58000,5,Delivered
60879,28193,DHL,60100,9,Delivered
60880,91258,DHL,52600,1,Delivered
60881,60960,J&T,63700,5,Delivered
60882,16763,ViettelPost,61600,1,Delivered
60883,59899,J&T,60900,8,Delivered
60884,92854,GHN,20100,9,Late
60885,97000,DHL,14500,1,Delivered
60886,69035,GHN,47300,9,Delivered
60887,97623,J&T,28700,3,Delivered
60888,28465,ViettelPost,39000,5,Delivered
60889,18511,ViettelPost,19700,3,Delivered
60890,93914,J&T,63000,7,Delivered
60891,84611,GHN,25900,4,Delivered
60892,80556,DHL,33500,8,Delivered
60893,61225,GHN,112000,2,Delivered
60894,56489,DHL,71500,3,Delivered
60895,63645,DHL,65900,7,Delivered
60896,89948,ViettelPost,74700,6,Delivered
60897,49896,GHN,40600,4,Delivered
60898,64823,ViettelPost,32200,3,Delivered
60899,85708,DHL,47000,4,Delivered
60900,98112,GHN,45500,2,Delivered
60901,46932,GHN,72000,4,Delivered
60902,81247,ViettelPost,37000,4,Late
60903,74990,ViettelPost,101800,-1,Delivered
60904,32685,GHN,73400,9,Late
60905,54212,GHN,51500,7,Delivered
60906,19081,ViettelPost,51100,-1,Late
60907,88511,GHN,46900,1,Delivered
60908,12747,DHL,60800,3,Delivered
60909,33920,ViettelPost,49800,9,Delivered
60910,97114,DHL,57000,1,Delivered
60911,41654,ViettelPost,41200,8,Delivered
60912,34415,DHL,53500,2,Delivered
60913,60338,GHN,77300,5,Late
60914,10363,ViettelPost,37500,3,Delivered
60915,6686,GHN,65500,7,Delivered
60916,75588,DHL,68900,6,Delivered
60917,32809,ViettelPost,46200,8,Delivered
60918,2657,GHN,36000,8,Delivered
60919,10020,GHN,69700,2,Delivered
60920,17900,ViettelPost,20300,3,Delivered
60921,65919,ViettelPost,50900,7,Delivered
60922,58810,DHL,41200,4,Delivered
60923,98295,DHL,42600,6,Delivered
60924,1914,GHN,60500,4,Delivered
60925,35579,ViettelPost,40000,1,Late
60926,89776,ViettelPost,74200,2,Delivered
60927,81820,DHL,38400,-1,Delivered
60928,59894,GHN,67100,6,Delivered
60929,83225,ViettelPost,12200,5,Delivered
60930,96535,GHN,21800,9,Delivered
60931,8183,ViettelPost,60300,5,Delivered
60932,17037,GHN,39200,2,Delivered
60933,2432,GHN,43600,1,Delivered
60934,54570,ViettelPost,49200,6,Delivered
60935,90352,J&T,49600,5,Delivered
60936,69919,J&T,8300,7,Delivered
60937,17629,ViettelPost,33900,2,Late
60938,6807,DHL,6000,3,Delivered
60939,61143,J&T,40600,9,Delivered
60940,27319,J&T,63300,8,Delivered
60941,39469,J&T,76100,7,Delivered
60942,62885,ViettelPost,33400,1,Delivered
60943,29853,DHL,37400,3,Delivered
60944,30412,J&T,59900,1,Late
60945,32992,DHL,44200,6,Delivered
60946,81849,GHN,43000,1,Delivered
60947,4417,ViettelPost,67600,1,Delivered
60948,68243,DHL,67800,3,Delivered
60949,99288,GHN,37900,6,Delivered
60950,55976,J&T,56500,1,Delivered
60951,95065,ViettelPost,46000,4,Delivered
60952,86203,J&T,39300,3,Delivered
60953,33193,J&T,60500,1,Delivered
60954,50823,ViettelPost,32800,4,Delivered
60955,78106,DHL,68800,5,Lost
60956,10642,DHL,32900,5,Delivered
60957,3205,DHL,-4900,8,Delivered
60958,65270,GHN,33600,7,Delivered
60959,12068,J&T,11900,6,Delivered
60960,20253,GHN,64900,9,Delivered
60961,30907,GHN,52600,9,Delivered
60962,8456,GHN,34500,3,Delivered
60963,74452,DHL,59400,5,Late
60964,9628,GHN,42400,1,Delivered
60965,57581,ViettelPost,59200,2,Delivered
60966,58707,DHL,28200,8,Delivered
60967,62262,ViettelPost,39800,9,Delivered
60968,21109,GHN,67800,4,Delivered
60969,54888,GHN,43300,2,Delivered
60970,33492,J&T,69000,4,Delivered
60971,59576,J&T,49000,6,Delivered
60972,54871,J&T,32900,1,Delivered
60973,13445,J&T,34000,7,Delivered
60974,56272,J&T,58200,7,Delivered
60975,89370,GHN,52500,6,Delivered
60976,99741,ViettelPost,21800,3,Delivered
60977,12545,GHN,50200,3,Delivered
60978,1976,J&T,64200,7,Late
60979,39375,J&T,50600,7,Late
60980,79081,DHL,30400,2,Delivered
60981,23844,DHL,48300,3,Delivered
60982,87627,ViettelPost,63700,9,Delivered
60983,60779,DHL,57300,2,Delivered
60984,30007,ViettelPost,32100,5,Delivered
60985,18670,DHL,34900,6,Delivered
60986,94906,DHL,53300,5,Delivered
60987,78214,GHN,69800,6,Delivered
60988,23931,GHN,46100,2,Delivered
60989,88235,ViettelPost,39600,8,Delivered
60990,87518,ViettelPost,36400,2,Delivered
60991,24671,ViettelPost,29200,7,Delivered
60992,60143,DHL,73700,4,Delivered
60993,18406,DHL,66300,3,Delivered
60994,45353,DHL,45900,5,Delivered
60995,88473,J&T,79200,4,Delivered
60996,18084,GHN,59300,6,Delivered
60997,46007,J&T,42500,2,Delivered
60998,39932,ViettelPost,52900,9,Delivered
60999,98373,GHN,56600,9,Delivered
61000,31475,J&T,61600,5,Delivered
61001,32524,GHN,78700,3,Delivered
61002,97197,GHN,54500,6,Delivered
61003,50645,ViettelPost,51700,5,Delivered
61004,43771,DHL,52100,5,Delivered
61005,7130,GHN,31900,9,Delivered
61006,93019,J&T,22400,3,Delivered
61007,80312,GHN,61000,8,Delivered
61008,35940,ViettelPost,65800,2,Delivered
61009,57383,ViettelPost,52900,2,Delivered
61010,58711,DHL,22700,3,Delivered
61011,97754,J&T,46900,6,Delivered
61012,22902,ViettelPost,26600,3,Delivered
61013,73604,J&T,81200,2,Delivered
61014,86126,GHN,52600,1,Delivered
61015,81765,J&T,68300,4,Delivered
61016,48797,DHL,101500,9,Delivered
61017,49111,GHN,79500,9,Delivered
61018,42555,J&T,79000,5,Delivered
61019,2897,DHL,49600,2,Delivered
61020,30217,J&T,-8300,8,Delivered
61021,89028,J&T,51900,6,Delivered
61022,88079,ViettelPost,85200,2,Delivered
61023,56354,J&T,73200,5,Late
61024,22162,J&T,31000,6,Delivered
61025,62707,DHL,63400,2,Delivered
61026,66051,DHL,47600,5,Delivered
61027,89747,DHL,61900,9,Delivered
61028,26908,DHL,70100,3,Delivered
61029,8971,GHN,33100,1,Delivered
61030,63284,ViettelPost,54700,9,Delivered
61031,25505,J&T,15000,9,Late
61032,26653,GHN,23400,5,Late
61033,40399,ViettelPost,44500,4,Delivered
61034,40775,J&T,38900,2,Delivered
61035,2046,GHN,80200,1,Delivered
61036,6327,ViettelPost,33100,7,Delivered
61037,76828,DHL,69400,1,Delivered
61038,50451,GHN,73900,1,Delivered
61039,37597,J&T,41400,7,Delivered
61040,11271,ViettelPost,47800,6,Delivered
61041,20769,J&T,76300,5,Delivered
61042,25338,DHL,15000,4,Delivered
61043,56549,ViettelPost,48300,9,Late
61044,9599,GHN,69700,9,Delivered
61045,40313,J&T,63200,8,Delivered
61046,91,DHL,56400,4,Delivered
61047,94851,GHN,80800,6,Late
61048,92393,GHN,71400,4,Delivered
61049,55232,DHL,61800,8,Late
61050,50841,J&T,70200,1,Delivered
61051,67080,GHN,36100,5,Delivered
61052,2040,DHL,51500,2,Delivered
61053,84285,GHN,86800,3,Delivered
61054,30965,DHL,42800,8,Delivered
61055,2046,J&T,29600,-1,Late
61056,27164,DHL,45100,6,Delivered
61057,86659,J&T,56600,2,Delivered
61058,29508,ViettelPost,38400,6,Delivered
61059,28063,DHL,46700,1,Delivered
61060,98119,J&T,38700,3,Delivered
61061,3999,ViettelPost,27100,8,Delivered
61062,514,J&T,51500,9,Delivered
61063,73253,ViettelPost,52600,4,Delivered
61064,54425,GHN,45100,1,Delivered
61065,76196,J&T,60300,5,Delivered
61066,69740,ViettelPost,31900,4,Delivered
61067,357,J&T,49900,2,Delivered
61068,8601,GHN,46000,4,Delivered
61069,51069,J&T,58100,7,Delivered
61070,57391,GHN,78300,3,Delivered
61071,13820,ViettelPost,12300,8,Delivered
61072,23620,DHL,44000,1,Delivered
61073,57682,ViettelPost,70900,2,Delivered
61074,7860,ViettelPost,63800,5,Late
61075,31078,ViettelPost,20600,8,Delivered
61076,72188,DHL,7900,9,Delivered
61077,61522,DHL,45300,8,Delivered
61078,35100,J&T,60800,6,Delivered
61079,38794,ViettelPost,91300,3,Delivered
61080,56046,ViettelPost,85300,4,Delivered
61081,48422,GHN,57200,6,Delivered
61082,45855,ViettelPost,58100,3,Delivered
61083,82671,DHL,32500,6,Delivered
61084,11894,GHN,3600,9,Delivered
61085,1128,J&T,48000,9,Delivered
61086,18792,DHL,41700,6,Delivered
61087,72631,J&T,35100,8,Delivered
61088,69857,DHL,25300,5,Late
61089,12710,GHN,79300,5,Delivered
61090,83134,DHL,55400,4,Delivered
61091,28342,DHL,33600,4,Delivered
61092,46958,GHN,42900,5,Delivered
61093,27336,DHL,15600,5,Delivered
61094,22973,J&T,14400,9,Delivered
61095,52680,GHN,17900,1,Delivered
61096,23415,J&T,39300,7,Delivered
61097,83215,J&T,69600,5,Delivered
61098,18818,ViettelPost,33500,8,Delivered
61099,55250,ViettelPost,46500,9,Delivered
61100,79713,J&T,49200,7,Delivered
61101,77539,ViettelPost,48200,4,Delivered
61102,69370,GHN,29600,4,Delivered
61103,60430,J&T,24200,9,Late
61104,86209,ViettelPost,75100,3,Delivered
61105,40911,DHL,73300,5,Late
61106,99107,J&T,24900,5,Delivered
61107,94168,ViettelPost,40200,6,Delivered
61108,21941,GHN,57900,3,Delivered
61109,1293,ViettelPost,36700,7,Late
61110,3463,DHL,33200,1,Delivered
61111,88013,GHN,60100,3,Delivered
61112,56889,J&T,24000,2,Delivered
61113,35843,ViettelPost,51700,5,Delivered
61114,23011,J&T,29700,7,Delivered
61115,99269,J&T,69000,9,Delivered
61116,8196,ViettelPost,76900,2,Delivered
61117,99550,GHN,91600,5,Lost
61118,86791,DHL,39900,1,Delivered
61119,53399,GHN,30800,9,Delivered
61120,41908,J&T,80500,1,Delivered
61121,87975,J&T,8600,7,Delivered
61122,92169,ViettelPost,30500,6,Late
61123,39604,DHL,23900,6,Delivered
61124,23838,ViettelPost,31400,5,Delivered
61125,10649,J&T,46600,8,Delivered
61126,15280,DHL,41000,7,Delivered
61127,67629,J&T,51000,7,Delivered
61128,65139,DHL,38600,9,Delivered
61129,35868,ViettelPost,46200,1,Delivered
61130,25771,DHL,46300,1,Late
61131,9342,GHN,33500,2,Delivered
61132,54319,ViettelPost,26000,8,Delivered
61133,67261,J&T,43800,7,Delivered
61134,73674,GHN,48400,5,Delivered
61135,71419,ViettelPost,61500,2,Late
61136,81820,J&T,18800,2,Delivered
61137,5445,ViettelPost,63300,3,Delivered
61138,15777,J&T,51300,4,Late
61139,87573,ViettelPost,30500,5,Delivered
61140,99036,DHL,35800,1,Lost
61141,88390,ViettelPost,74300,7,Delivered
61142,63889,DHL,69300,6,Lost
61143,22806,ViettelPost,37700,9,Late
61144,47065,GHN,77900,1,Delivered
61145,22230,ViettelPost,105200,7,Delivered
61146,69959,J&T,21400,5,Delivered
61147,77748,GHN,49500,6,Late
61148,76413,DHL,82100,5,Delivered
61149,66271,DHL,56900,9,Delivered
61150,80324,ViettelPost,39000,6,Delivered
61151,10449,GHN,70100,3,Delivered
61152,87885,GHN,25900,9,Delivered
61153,30087,GHN,38200,3,Delivered
61154,15281,DHL,69400,3,Delivered
61155,68359,GHN,72800,2,Delivered
61156,86126,ViettelPost,30700,9,Delivered
61157,18972,J&T,62700,4,Delivered
61158,98627,ViettelPost,39700,8,Delivered
61159,28967,J&T,66400,2,Delivered
61160,99409,GHN,7400,9,Delivered
61161,81097,DHL,33000,7,Late
61162,14848,J&T,45400,4,Delivered
61163,5020,ViettelPost,60400,4,Delivered
61164,67253,J&T,46900,5,Late
61165,60788,ViettelPost,87000,3,Delivered
61166,81883,ViettelPost,49500,3,Delivered
61167,14060,ViettelPost,50000,7,Delivered
61168,61837,GHN,45000,9,Delivered
61169,78759,J&T,-1300,3,Late
61170,12941,GHN,56700,7,Delivered
61171,4491,DHL,72900,9,Late
61172,84366,DHL,37800,4,Late
61173,69156,ViettelPost,23900,3,Late
61174,13270,GHN,68300,3,Delivered
61175,86004,J&T,91300,8,Delivered
61176,12693,ViettelPost,47500,6,Late
61177,84873,ViettelPost,79200,4,Delivered
61178,8606,J&T,24400,6,Delivered
61179,67924,J&T,65200,5,Delivered
61180,21211,ViettelPost,59400,8,Delivered
61181,17535,ViettelPost,36300,6,Delivered
61182,41352,ViettelPost,29200,1,Delivered
61183,12234,DHL,89300,7,Delivered
61184,23997,ViettelPost,46200,5,Late
61185,63874,ViettelPost,47600,3,Delivered
61186,92734,J&T,32500,2,Delivered
61187,1900,ViettelPost,69100,5,Delivered
61188,3603,GHN,65700,9,Delivered
61189,17544,DHL,44400,1,Delivered
61190,20880,ViettelPost,38800,7,Delivered
61191,50714,J&T,43600,4,Late
61192,98381,J&T,66700,2,Delivered
61193,29920,ViettelPost,43900,2,Delivered
61194,23474,J&T,61900,4,Late
61195,32816,ViettelPost,57100,9,Delivered
61196,29966,J&T,39800,1,Delivered
61197,70278,DHL,45800,2,Delivered
61198,4060,J&T,40800,5,Delivered
61199,75087,J&T,1300,8,Delivered
61200,58068,DHL,75100,7,Delivered
61201,65264,GHN,55000,5,Delivered
61202,86387,ViettelPost,56100,9,Delivered
61203,98849,GHN,64000,1,Late
61204,42653,ViettelPost,44300,8,Delivered
61205,6527,DHL,32000,3,Delivered
61206,85509,GHN,36900,1,Delivered
61207,2271,ViettelPost,9000,4,Delivered
61208,81814,J&T,109800,7,Delivered
61209,82536,J&T,67300,7,Delivered
61210,84266,J&T,-7700,9,Delivered
61211,40953,DHL,41900,6,Late
61212,50522,ViettelPost,34400,6,Delivered
61213,94967,J&T,38600,7,Delivered
61214,56061,J&T,44800,6,Delivered
61215,65394,ViettelPost,89400,1,Delivered
61216,91938,DHL,77500,9,Lost
61217,47520,J&T,65700,-1,Delivered
61218,12209,J&T,66500,1,Delivered
61219,74741,GHN,32300,4,Late
61220,37296,J&T,72600,2,Delivered
61221,46018,J&T,46600,7,Lost
61222,80772,GHN,82700,-1,Delivered
61223,42575,J&T,43500,3,Delivered
61224,93080,GHN,45300,3,Delivered
61225,14744,J&T,15300,2,Delivered
61226,81586,DHL,36300,5,Delivered
61227,61838,ViettelPost,68100,8,Delivered
61228,77454,DHL,33000,5,Delivered
61229,34630,ViettelPost,40900,9,Delivered
61230,39149,J&T,82400,4,Delivered
61231,18961,ViettelPost,44500,1,Delivered
61232,49248,GHN,71300,5,Delivered
61233,8444,DHL,53100,1,Late
61234,95717,ViettelPost,84200,3,Delivered
61235,92316,J&T,93500,4,Delivered
61236,30183,ViettelPost,101700,8,Late
61237,3935,ViettelPost,60700,3,Delivered
61238,10730,GHN,53400,1,Delivered
61239,78849,ViettelPost,44700,7,Delivered
61240,13644,GHN,62300,9,Delivered
61241,83941,GHN,58100,7,Late
61242,54559,DHL,41800,5,Delivered
61243,9145,GHN,50000,8,Delivered
61244,31069,J&T,68200,8,Lost
61245,10662,GHN,67700,-1,Late
61246,72873,DHL,50000,6,Delivered
61247,75531,ViettelPost,55300,8,Delivered
61248,11780,DHL,60900,6,Delivered
61249,72377,J&T,9900,3,Late
61250,75893,J&T,28700,6,Delivered
61251,38299,DHL,63900,8,Delivered
61252,19970,DHL,54300,4,Late
61253,1680,ViettelPost,17500,6,Delivered
61254,65113,DHL,56200,5,Delivered
61255,81084,ViettelPost,38000,6,Delivered
61256,72519,J&T,90900,2,Delivered
61257,23705,ViettelPost,71600,3,Delivered
61258,51487,DHL,71400,8,Delivered
61259,40686,ViettelPost,50200,7,Delivered
61260,56266,DHL,88200,3,Delivered
61261,30678,J&T,59700,4,Delivered
61262,10922,DHL,82800,1,Delivered
61263,55047,DHL,62000,9,Delivered
61264,21868,DHL,79500,4,Delivered
61265,44620,GHN,31700,6,Delivered
61266,6980,J&T,62500,1,Delivered
61267,21153,DHL,39600,3,Delivered
61268,3881,DHL,42300,6,Delivered
61269,96833,ViettelPost,51200,5,Delivered
61270,72076,ViettelPost,22900,-1,Delivered
61271,22203,ViettelPost,42400,1,Delivered
61272,11267,GHN,62400,6,Delivered
61273,40341,GHN,69300,-1,Delivered
61274,1273,J&T,59900,6,Delivered
61275,37545,J&T,-1900,1,Delivered
61276,83355,DHL,65700,3,Delivered
61277,19810,GHN,51900,3,Delivered
61278,12272,ViettelPost,24300,5,Delivered
61279,7554,ViettelPost,49300,4,Delivered
61280,28474,DHL,48600,2,Delivered
61281,68931,J&T,71900,2,Delivered
61282,58284,ViettelPost,41800,2,Delivered
61283,79106,DHL,57800,2,Delivered
61284,14690,DHL,66400,9,Delivered
61285,49553,J&T,34200,2,Delivered
61286,4925,J&T,29500,6,Delivered
61287,40427,J&T,84200,9,Late
61288,36628,J&T,19700,7,Delivered
61289,2199,DHL,30400,2,Delivered
61290,16733,DHL,4900,4,Delivered
61291,67083,GHN,72900,8,Delivered
61292,25096,J&T,74900,3,Delivered
61293,56662,ViettelPost,56600,2,Delivered
61294,6800,DHL,30000,4,Delivered
61295,72247,DHL,34500,1,Delivered
61296,39291,DHL,50500,4,Late
61297,86683,ViettelPost,54400,3,Delivered
61298,71018,J&T,72800,2,Delivered
61299,82914,GHN,88900,6,Delivered
61300,84461,DHL,47000,1,Delivered
61301,44540,GHN,24500,7,Delivered
61302,35084,DHL,71300,7,Delivered
61303,33809,DHL,88500,2,Delivered
61304,84196,DHL,50800,2,Delivered
61305,10528,GHN,46700,3,Delivered
61306,52467,GHN,48700,3,Lost
61307,53682,GHN,60800,9,Delivered
61308,81835,ViettelPost,70900,1,Delivered
61309,25152,J&T,47000,3,Delivered
61310,65298,GHN,86600,3,Delivered
61311,77004,GHN,33600,7,Delivered
61312,41305,DHL,48400,9,Delivered
61313,10141,J&T,48800,4,Delivered
61314,17995,J&T,83400,4,Lost
61315,49905,GHN,72600,7,Delivered
61316,51361,J&T,34700,8,Late
61317,37626,ViettelPost,37400,7,Delivered
61318,65237,GHN,48600,9,Delivered
61319,23628,DHL,90100,9,Delivered
61320,48688,ViettelPost,57900,9,Delivered
61321,34237,J&T,64200,9,Delivered
61322,20997,DHL,34600,2,Delivered
61323,78210,GHN,69200,8,Late
61324,10219,GHN,72800,1,Delivered
61325,92097,GHN,58300,6,Delivered
61326,20116,ViettelPost,69200,6,Delivered
61327,36323,GHN,67800,5,Delivered
61328,29108,ViettelPost,800,2,Delivered
61329,47316,ViettelPost,52500,8,Delivered
61330,59648,DHL,63600,7,Delivered
61331,28063,DHL,60900,8,Delivered
61332,22910,GHN,72400,1,Delivered
61333,90553,J&T,52700,3,Late
61334,928,GHN,23200,3,Late
61335,35704,ViettelPost,66400,1,Delivered
61336,79125,J&T,52800,6,Late
61337,44415,DHL,33700,3,Lost
61338,13219,GHN,20100,5,Delivered
61339,3637,J&T,55500,3,Delivered
