warehouse_id,product_id,stock_level,last_updated
10,2660,631,04/29/2024
4,2340,416,08/09/2024
5,1925,588,03/07/2024
6,1149,205,08/13/2024
4,4286,873,05/03/2024
9,3976,488,06/15/2024
8,1101,801,01/05/2024
1,2971,283,03/12/2024
14,4949,768,06/23/2024
15,3639,62,11/21/2024
6,2918,654,10/21/2024
1,4676,248,04/13/2024
11,4481,690,08/21/2024
11,4290,305,01/27/2024
2,3618,601,04/25/2024
2,3896,405,04/30/2024
4,4380,326,01/01/2024
2,1519,707,01/03/2024
15,2850,438,10/22/2024
4,1788,641,02/27/2024
3,1813,508,10/03/2024
16,3459,149,01/17/2024
3,4666,158,10/05/2024
19,3404,821,03/05/2024
3,290,368,05/28/2024
13,3227,75,01/12/2024
5,3441,419,08/20/2024
10,3107,129,04/10/2024
6,1261,410,09/28/2024
1,3726,607,06/08/2024
12,2676,119,06/04/2024
16,4504,216,02/24/2024
3,2944,401,08/16/2024
19,1776,286,06/15/2024
4,2297,461,11/06/2024
1,15,371,02/02/2024
6,2095,146,04/18/2024
10,1554,163,07/23/2024
13,2353,875,03/04/2024
14,2067,332,05/25/2024
7,3068,349,09/19/2024
19,635,100,10/06/2024
5,2068,981,03/28/2024
13,196,886,06/19/2024
18,3814,911,02/10/2024
14,4954,744,07/15/2024
1,4500,231,09/18/2024
6,2167,990,12/27/2024
11,771,385,01/07/2024
13,746,89,04/22/2024
15,697,350,08/15/2024
14,1901,237,07/28/2024
19,1586,149,03/07/2024
18,4952,28,08/07/2024
11,4682,189,12/22/2024
2,1830,423,02/04/2024
18,3955,179,04/30/2024
12,2116,509,04/27/2024
13,1684,404,08/10/2024
1,4581,288,04/01/2024
9,4962,867,11/28/2024
15,133,778,02/18/2024
8,1525,500,02/21/2024
18,3113,415,02/08/2024
14,264,831,12/09/2024
18,177,225,10/10/2024
7,2287,616,10/01/2024
9,3606,328,08/08/2024
16,4387,107,12/11/2024
16,3242,582,10/05/2024
19,3669,33,08/20/2024
7,2410,709,03/03/2024
1,1174,282,11/18/2024
14,1832,519,12/17/2024
1,21,429,09/18/2024
4,3197,801,08/27/2024
17,1396,159,03/21/2024
6,4157,477,10/02/2024
9,1953,822,07/02/2024
10,1984,887,01/11/2024
19,2965,797,05/26/2024
8,2302,550,02/11/2024
19,4945,67,12/12/2024
8,468,210,10/07/2024
2,2960,301,12/06/2024
3,699,667,02/26/2024
5,202,745,08/18/2024
17,2030,851,07/03/2024
9,1878,691,10/07/2024
8,1437,242,01/14/2024
5,1704,432,03/20/2024
6,937,876,07/13/2024
1,332,805,11/19/2024
19,4854,115,08/20/2024
14,224,206,07/22/2024
1,1412,128,02/08/2024
7,2655,213,12/30/2024
13,2668,139,07/15/2024
10,1012,718,05/25/2024
2,727,650,01/31/2024
4,859,279,10/26/2024
13,1127,411,08/14/2024
6,4549,679,08/28/2024
19,935,545,03/03/2024
19,3139,312,01/01/2024
19,1792,235,01/29/2024
1,3045,357,12/04/2024
18,4569,52,02/08/2024
4,2901,500,05/05/2024
19,2817,275,03/21/2024
3,4775,784,03/25/2024
10,206,307,09/04/2024
3,4818,202,04/24/2024
7,3488,88,06/23/2024
14,3750,455,04/02/2024
14,3065,679,05/01/2024
15,4767,174,04/30/2024
14,4750,42,10/14/2024
12,4741,713,10/27/2024
7,1993,151,05/10/2024
9,1388,506,03/26/2024
11,4140,486,05/26/2024
10,2359,718,10/20/2024
11,142,375,05/07/2024
18,2061,459,07/04/2024
3,3185,95,05/30/2024
5,854,618,01/01/2024
18,4989,146,10/10/2024
6,1177,779,01/27/2024
13,4840,247,04/05/2024
13,4327,721,10/13/2024
8,1012,926,01/11/2024
14,3270,353,07/06/2024
6,2459,63,10/09/2024
16,1112,292,08/26/2024
14,4132,834,06/12/2024
19,3839,854,10/25/2024
6,4483,623,12/04/2024
10,110,979,04/30/2024
18,4716,345,04/04/2024
7,808,167,03/31/2024
7,3036,981,09/25/2024
13,488,155,05/06/2024
5,3875,358,07/26/2024
18,3332,445,07/23/2024
2,2889,710,02/05/2024
9,4801,724,03/18/2024
10,592,555,08/09/2024
2,2462,309,02/05/2024
17,3982,396,07/19/2024
1,2007,100,10/13/2024
3,1433,333,12/30/2024
1,1689,811,02/20/2024
6,2346,286,08/14/2024
16,418,967,02/05/2024
4,4682,891,10/12/2024
6,229,972,03/04/2024
6,1621,854,08/30/2024
6,1482,524,01/16/2024
11,3250,270,04/23/2024
13,1336,906,04/13/2024
11,4950,745,03/14/2024
16,2310,889,08/13/2024
19,4966,578,03/28/2024
14,1202,875,07/21/2024
13,1647,62,12/13/2024
19,4974,118,09/15/2024
1,582,658,11/12/2024
5,3912,88,04/06/2024
6,4250,941,11/26/2024
11,3186,241,08/14/2024
9,702,413,12/01/2024
8,3875,434,02/26/2024
3,1104,118,03/21/2024
3,276,370,03/13/2024
10,3172,994,09/04/2024
9,326,958,12/20/2024
2,4829,709,12/15/2024
9,4018,860,06/04/2024
7,690,740,10/03/2024
2,59,200,08/17/2024
8,4420,452,04/19/2024
1,327,28,06/14/2024
19,1752,351,11/17/2024
8,124,427,05/29/2024
6,1944,517,01/28/2024
8,1160,325,12/14/2024
15,2849,656,04/04/2024
16,3583,851,04/27/2024
11,1720,176,08/31/2024
2,1262,984,09/08/2024
7,136,751,08/10/2024
9,3845,588,03/31/2024
9,4827,922,07/27/2024
6,706,573,08/19/2024
7,3635,651,11/04/2024
5,1753,916,07/14/2024
17,2460,636,10/26/2024
14,4353,159,03/06/2024
6,1972,98,04/24/2024
10,3174,413,05/15/2024
16,255,784,03/31/2024
1,3080,397,03/16/2024
17,2892,846,02/07/2024
7,1286,334,05/23/2024
6,1264,773,07/13/2024
12,1903,129,11/10/2024
12,147,612,06/11/2024
4,3863,425,05/05/2024
15,1250,667,04/06/2024
14,1187,347,09/01/2024
7,8,822,07/23/2024
8,3921,317,07/17/2024
3,1071,488,09/17/2024
17,4760,3,11/10/2024
2,3601,536,09/27/2024
15,3544,39,07/04/2024
13,4462,875,04/11/2024
19,1923,803,05/27/2024
9,4238,150,10/20/2024
6,240,484,05/04/2024
15,4236,814,07/06/2024
2,2591,79,06/10/2024
2,4857,991,11/06/2024
3,1233,630,02/15/2024
6,2472,615,12/12/2024
13,694,462,02/10/2024
1,1128,252,07/20/2024
11,217,705,09/05/2024
13,1886,846,02/01/2024
17,3058,677,09/03/2024
11,4145,684,11/18/2024
8,2667,970,06/27/2024
4,1343,925,05/28/2024
15,3780,383,05/14/2024
11,84,621,09/06/2024
6,2390,323,08/22/2024
16,4100,39,06/11/2024
19,3906,692,04/29/2024
12,1217,178,11/16/2024
5,947,548,04/15/2024
14,3505,846,07/06/2024
11,3705,298,11/09/2024
5,4824,335,07/04/2024
10,4217,641,11/30/2024
19,550,891,08/28/2024
5,4787,379,08/22/2024
10,905,788,10/13/2024
4,1214,820,08/25/2024
2,1517,758,02/11/2024
17,3477,616,09/04/2024
10,290,223,05/30/2024
2,821,574,02/10/2024
8,4191,997,04/29/2024
13,139,372,06/01/2024
12,4836,951,06/11/2024
3,2590,161,08/30/2024
18,397,808,01/16/2024
5,4831,779,01/02/2024
19,4367,595,06/23/2024
7,21,283,05/29/2024
6,2738,95,04/22/2024
7,3416,486,04/29/2024
12,4744,892,10/23/2024
16,3425,530,09/28/2024
14,1369,515,01/07/2024
18,4967,594,05/14/2024
3,3607,920,05/16/2024
13,701,313,07/24/2024
11,2837,774,05/30/2024
5,4753,121,08/26/2024
9,2638,646,03/26/2024
2,3861,230,08/20/2024
11,3206,291,09/29/2024
18,2049,591,11/24/2024
16,2758,123,04/21/2024
5,3796,171,06/20/2024
11,2687,652,08/13/2024
17,1610,306,08/25/2024
9,3576,144,12/03/2024
13,3317,329,12/24/2024
3,3042,618,12/17/2024
3,4674,81,08/16/2024
3,324,907,08/10/2024
8,1364,302,12/18/2024
12,522,643,05/10/2024
8,359,855,03/16/2024
4,2131,840,04/19/2024
6,2570,710,12/06/2024
3,1800,391,08/23/2024
16,3263,912,02/28/2024
9,609,929,08/25/2024
1,3094,172,04/25/2024
5,3874,420,07/17/2024
7,1770,806,09/09/2024
6,4043,31,04/20/2024
11,1838,215,11/16/2024
5,4321,969,08/08/2024
8,2541,924,03/26/2024
12,2623,626,09/05/2024
12,4300,586,02/03/2024
8,4728,541,12/26/2024
14,1293,80,05/13/2024
1,2135,624,11/25/2024
3,2330,241,04/03/2024
3,2010,437,08/03/2024
16,1789,693,07/29/2024
2,3748,407,08/24/2024
8,2993,37,09/20/2024
1,4312,659,05/05/2024
6,3002,63,05/13/2024
8,1591,818,06/27/2024
4,1339,342,02/11/2024
4,1701,40,01/12/2024
18,238,250,06/22/2024
15,3456,169,08/13/2024
5,4425,106,03/30/2024
13,775,86,02/03/2024
11,3724,482,01/28/2024
1,4940,30,10/03/2024
15,4114,731,05/06/2024
2,3485,596,12/23/2024
4,1075,723,01/28/2024
14,4770,808,12/24/2024
10,1699,858,01/31/2024
9,1785,309,01/14/2024
14,41,912,09/16/2024
19,3146,653,11/16/2024
6,2002,926,12/14/2024
14,3161,404,07/19/2024
17,4542,925,03/18/2024
14,1950,460,08/21/2024
3,2763,778,08/20/2024
2,168,634,09/05/2024
8,373,559,08/07/2024
11,637,845,02/16/2024
11,2512,68,03/16/2024
17,250,688,07/24/2024
8,3455,572,08/18/2024
5,2538,511,10/10/2024
18,2507,747,01/08/2024
3,865,175,12/30/2024
2,1421,218,09/21/2024
8,2580,609,09/01/2024
6,595,381,09/19/2024
8,2708,753,07/06/2024
14,3609,907,03/27/2024
19,817,13,04/06/2024
12,329,857,02/07/2024
3,1336,591,07/01/2024
11,994,627,01/02/2024
5,3741,438,01/31/2024
8,1886,0,10/05/2024
14,3488,174,04/25/2024
12,1650,619,02/16/2024
4,3718,487,08/03/2024
16,940,311,11/01/2024
4,3463,957,09/22/2024
4,2180,845,04/05/2024
17,2544,621,11/29/2024
5,4418,584,08/12/2024
7,2848,590,05/31/2024
9,28,261,02/17/2024
8,2536,556,08/05/2024
8,1443,635,06/14/2024
17,4117,264,10/23/2024
8,2250,30,05/31/2024
11,207,181,10/04/2024
6,646,863,07/16/2024
7,2991,601,10/19/2024
6,913,822,04/29/2024
13,974,141,04/11/2024
4,4859,398,04/03/2024
11,919,37,08/04/2024
14,4106,326,03/02/2024
3,471,446,08/24/2024
14,4620,214,10/10/2024
8,3578,861,01/04/2024
11,4279,333,01/25/2024
13,4123,372,09/16/2024
8,2491,962,07/16/2024
5,2839,994,06/15/2024
2,4532,811,03/19/2024
5,1088,869,03/24/2024
1,374,32,04/19/2024
9,4645,733,10/23/2024
18,686,322,02/07/2024
9,3389,870,03/03/2024
19,2988,864,06/13/2024
4,1257,418,06/29/2024
6,4218,865,02/06/2024
6,4519,400,01/23/2024
8,914,766,09/07/2024
5,690,903,01/14/2024
2,4228,154,06/28/2024
14,4634,682,01/11/2024
16,290,419,07/24/2024
18,1517,798,11/07/2024
3,3527,423,08/03/2024
15,2403,945,03/21/2024
12,3220,23,10/10/2024
18,3084,52,03/14/2024
11,85,732,07/13/2024
17,4320,66,08/15/2024
1,3839,63,06/21/2024
8,244,385,03/08/2024
3,3117,661,12/12/2024
5,1075,207,07/08/2024
16,3921,408,03/23/2024
8,2338,746,06/23/2024
1,2679,484,03/08/2024
3,4649,154,07/05/2024
18,877,673,02/05/2024
15,2974,634,12/05/2024
7,1910,576,11/01/2024
6,4118,747,12/09/2024
13,428,734,07/07/2024
11,3733,934,01/09/2024
14,1077,110,12/15/2024
16,3431,639,01/26/2024
15,1054,491,04/01/2024
12,4847,736,07/22/2024
6,2989,227,10/01/2024
19,2185,365,01/10/2024
15,498,641,11/22/2024
14,2204,889,04/27/2024
3,4315,457,11/01/2024
6,1731,111,11/30/2024
15,1137,71,08/09/2024
16,3606,247,03/12/2024
2,2738,953,01/08/2024
4,4707,870,10/01/2024
7,1589,263,10/11/2024
1,1169,302,04/29/2024
1,878,926,04/05/2024
9,3715,98,05/23/2024
10,2289,963,03/16/2024
14,3084,70,04/11/2024
18,4849,727,09/17/2024
12,2032,777,10/01/2024
10,982,591,02/14/2024
15,705,64,06/04/2024
15,1757,708,12/17/2024
18,2292,315,11/08/2024
7,3528,511,08/20/2024
6,1741,949,05/19/2024
11,2281,881,03/29/2024
1,3921,799,01/27/2024
3,2487,305,12/29/2024
9,2483,673,07/12/2024
3,432,497,07/05/2024
12,868,151,12/09/2024
9,873,894,09/03/2024
1,788,563,07/25/2024
5,4253,729,08/23/2024
11,3810,414,11/05/2024
5,4497,240,12/20/2024
12,1206,660,10/03/2024
7,4253,174,03/12/2024
18,1325,818,09/25/2024
17,4785,439,01/06/2024
16,1653,781,01/09/2024
9,2965,262,01/07/2024
4,3331,744,11/21/2024
12,814,126,08/29/2024
15,3404,699,06/11/2024
18,2087,185,01/20/2024
12,4056,556,01/21/2024
16,3235,437,05/25/2024
4,3943,268,09/15/2024
1,3327,189,01/09/2024
1,4367,523,05/16/2024
9,3172,81,04/12/2024
6,4418,230,07/17/2024
10,3049,554,09/29/2024
16,4820,932,05/20/2024
11,435,98,12/22/2024
12,4904,569,06/11/2024
11,2064,272,09/22/2024
7,2273,545,09/19/2024
11,3140,671,08/26/2024
4,4657,586,05/03/2024
7,2461,563,10/31/2024
15,1907,479,05/08/2024
7,2402,552,10/29/2024
6,2749,715,06/02/2024
7,3560,396,04/08/2024
3,4776,16,07/26/2024
15,4880,798,08/22/2024
4,1356,706,08/23/2024
12,236,45,01/04/2024
14,4485,509,12/23/2024
3,3079,558,09/09/2024
16,2136,388,02/16/2024
3,2048,231,11/05/2024
11,1955,564,11/16/2024
1,3901,324,10/20/2024
9,4003,588,02/03/2024
7,2780,575,10/01/2024
1,3615,413,07/07/2024
7,2697,718,07/21/2024
15,546,982,12/11/2024
19,2773,333,04/04/2024
15,3270,2,08/05/2024
3,1094,637,08/22/2024
8,1477,250,08/01/2024
12,2672,757,09/08/2024
16,1,740,02/08/2024
17,4792,985,04/25/2024
7,4586,658,01/18/2024
7,3239,603,08/24/2024
14,4179,43,07/09/2024
4,1533,581,09/06/2024
17,456,543,07/12/2024
4,394,198,03/29/2024
10,4519,413,03/21/2024
6,2071,323,10/13/2024
16,4353,730,01/16/2024
19,1588,793,04/09/2024
8,404,205,11/14/2024
17,876,651,03/26/2024
10,196,30,11/02/2024
12,2201,178,10/26/2024
2,1326,636,03/06/2024
9,792,990,04/23/2024
1,3709,864,09/13/2024
12,2914,579,11/19/2024
4,1161,88,04/09/2024
10,4870,753,11/09/2024
14,954,82,10/05/2024
4,4750,208,09/19/2024
1,2411,590,04/14/2024
6,1253,183,09/24/2024
19,1172,113,03/14/2024
14,1916,341,10/11/2024
2,3464,356,12/20/2024
16,511,76,06/17/2024
14,2381,732,07/16/2024
18,2749,223,04/24/2024
4,4641,763,08/24/2024
7,1282,958,12/20/2024
5,3054,109,03/13/2024
3,1847,320,08/15/2024
10,2097,232,06/18/2024
10,2802,970,05/07/2024
11,3020,876,03/11/2024
1,4856,999,05/14/2024
6,2576,826,03/24/2024
5,1654,56,11/13/2024
6,3019,609,02/15/2024
14,1725,312,07/04/2024
14,2580,482,09/11/2024
6,824,233,06/26/2024
13,2595,564,05/19/2024
13,522,411,05/22/2024
4,4614,158,05/27/2024
8,2577,950,12/14/2024
18,3414,759,07/11/2024
14,739,916,08/31/2024
15,750,394,05/18/2024
11,4699,206,05/12/2024
9,1654,938,05/29/2024
13,616,775,01/11/2024
6,848,148,06/16/2024
5,3271,502,08/25/2024
12,2144,338,06/10/2024
10,4403,913,05/01/2024
2,1948,884,05/15/2024
18,1694,634,02/17/2024
18,4218,899,03/07/2024
5,4220,717,11/29/2024
12,3609,431,05/30/2024
19,1635,922,09/07/2024
4,3880,727,10/18/2024
1,1193,911,02/26/2024
12,4641,649,11/08/2024
19,1650,567,03/31/2024
5,4308,497,09/18/2024
7,1062,794,02/22/2024
1,4532,581,10/14/2024
3,866,696,04/10/2024
2,1466,718,05/21/2024
18,800,514,02/16/2024
10,4022,685,04/28/2024
6,801,449,04/16/2024
15,3350,502,06/18/2024
8,2677,992,10/19/2024
7,499,438,02/29/2024
9,4938,28,09/06/2024
9,2909,343,12/06/2024
3,281,772,03/20/2024
18,3224,715,09/21/2024
1,3866,142,04/16/2024
10,2330,38,05/16/2024
10,4835,453,07/25/2024
4,1360,674,05/17/2024
10,3072,986,09/26/2024
8,1309,259,06/01/2024
5,852,668,05/14/2024
9,169,123,08/10/2024
13,357,626,07/22/2024
8,268,526,10/31/2024
14,281,562,05/18/2024
17,2433,732,05/25/2024
2,2999,337,09/12/2024
10,177,23,04/16/2024
18,537,956,10/29/2024
7,4620,571,08/28/2024
1,2985,219,02/09/2024
15,1245,478,11/06/2024
14,1766,245,08/27/2024
16,2111,700,11/22/2024
16,3266,352,06/17/2024
10,3310,596,07/03/2024
6,1120,403,08/19/2024
1,828,981,07/05/2024
19,938,653,05/08/2024
17,2665,644,08/31/2024
12,2769,633,11/23/2024
10,2721,929,04/22/2024
7,3703,492,01/30/2024
14,3957,856,01/28/2024
18,1701,260,10/07/2024
17,3705,681,03/31/2024
13,340,396,06/06/2024
19,2964,167,04/02/2024
3,4222,316,06/14/2024
6,3006,274,01/18/2024
14,283,787,08/08/2024
9,3404,648,03/03/2024
16,3003,406,11/26/2024
10,165,221,07/11/2024
16,4871,365,07/26/2024
5,1019,46,03/14/2024
3,4773,938,10/15/2024
5,1195,56,01/17/2024
10,3358,189,06/12/2024
7,3595,420,04/25/2024
8,4938,33,02/02/2024
4,195,570,08/31/2024
2,430,917,03/24/2024
13,3918,923,12/11/2024
9,582,43,02/09/2024
5,1174,576,04/11/2024
19,2654,228,03/22/2024
7,671,776,03/28/2024
12,3226,285,06/01/2024
8,4628,449,10/26/2024
16,4856,538,05/02/2024
14,739,574,09/02/2024
10,3831,382,09/18/2024
2,96,929,06/02/2024
8,2654,16,09/11/2024
10,3432,765,06/19/2024
8,2741,792,12/17/2024
11,2832,715,05/30/2024
6,4334,567,12/23/2024
13,4778,4,09/23/2024
3,1345,424,06/10/2024
4,1198,408,08/27/2024
11,571,948,04/29/2024
4,545,515,08/23/2024
16,4533,864,02/21/2024
2,381,635,08/12/2024
5,2081,626,12/29/2024
14,3807,159,02/29/2024
18,4779,562,04/04/2024
2,4958,506,06/29/2024
11,4165,897,12/09/2024
15,1443,433,06/19/2024
5,3735,463,11/27/2024
18,1949,87,11/30/2024
9,3555,939,09/03/2024
18,3753,57,01/30/2024
6,3984,88,03/15/2024
16,382,631,09/06/2024
2,2387,493,08/21/2024
4,1795,492,03/21/2024
8,2972,289,12/30/2024
3,4363,993,07/30/2024
12,4049,639,01/09/2024
17,956,698,09/21/2024
4,1978,540,11/22/2024
9,4441,89,08/03/2024
1,573,313,12/02/2024
8,3721,216,11/20/2024
3,4155,797,09/24/2024
3,1381,747,12/03/2024
2,3454,757,06/23/2024
8,3428,748,11/01/2024
7,151,355,06/25/2024
7,1547,283,01/16/2024
11,1233,920,07/31/2024
10,4104,106,08/05/2024
4,3333,196,02/18/2024
15,47,525,07/16/2024
12,2153,668,07/04/2024
6,262,917,03/18/2024
15,346,439,11/29/2024
19,1051,2,01/18/2024
11,446,703,12/14/2024
5,3204,472,02/07/2024
17,3346,798,05/31/2024
16,1765,352,05/01/2024
2,1683,309,10/26/2024
6,3229,194,12/19/2024
12,1418,201,08/06/2024
2,4535,150,02/01/2024
7,2683,838,07/20/2024
14,2261,711,03/17/2024
12,1861,883,11/08/2024
4,1742,20,05/27/2024
18,2936,359,02/26/2024
17,181,748,04/22/2024
16,293,849,03/23/2024
15,971,623,10/31/2024
10,3141,507,06/20/2024
4,4211,699,10/01/2024
17,296,829,06/02/2024
2,2880,565,12/23/2024
12,4942,279,05/17/2024
17,2827,114,09/30/2024
17,1855,554,09/20/2024
1,4774,835,03/14/2024
2,4229,298,07/19/2024
14,689,895,03/18/2024
18,2105,365,03/28/2024
12,3508,346,10/18/2024
1,2152,482,11/25/2024
8,4666,901,05/16/2024
1,4453,131,01/30/2024
15,4235,966,01/20/2024
1,3638,92,02/05/2024
14,3086,871,04/08/2024
17,3938,719,04/04/2024
9,4353,697,10/14/2024
3,2020,556,10/30/2024
19,2602,935,01/28/2024
6,793,59,11/29/2024
8,4009,697,06/19/2024
2,2184,188,10/04/2024
13,3614,149,02/21/2024
6,3159,662,12/24/2024
4,1935,676,12/22/2024
15,3095,593,01/18/2024
10,1423,898,04/10/2024
14,155,17,06/14/2024
19,4507,967,11/25/2024
7,1226,129,04/13/2024
16,2907,580,03/31/2024
17,2431,479,09/16/2024
17,3167,279,09/10/2024
2,2174,685,05/09/2024
19,1316,820,06/22/2024
8,4516,519,10/20/2024
16,1844,501,02/03/2024
6,1580,224,07/26/2024
16,1454,789,10/27/2024
12,4178,489,07/22/2024
16,4837,639,01/20/2024
11,2600,465,04/22/2024
11,2486,472,06/12/2024
9,138,791,06/27/2024
7,3925,936,10/10/2024
9,1691,542,07/15/2024
3,1071,910,05/02/2024
14,3956,204,12/24/2024
18,802,818,12/02/2024
4,2208,761,08/03/2024
18,573,306,03/04/2024
8,2088,545,03/18/2024
7,4904,564,04/22/2024
17,4109,413,07/22/2024
10,2111,117,08/18/2024
8,1776,521,02/12/2024
9,1058,387,12/05/2024
11,1666,87,01/01/2024
3,1420,384,06/30/2024
1,4635,584,07/02/2024
13,3158,889,03/23/2024
5,3687,603,11/06/2024
15,3628,339,12/02/2024
19,211,50,07/10/2024
10,2116,480,05/18/2024
18,1972,915,01/20/2024
16,3276,334,11/23/2024
8,809,878,07/30/2024
2,3295,698,11/24/2024
15,3661,631,05/05/2024
17,485,675,12/15/2024
16,3693,927,04/05/2024
9,309,825,12/15/2024
13,4007,316,03/24/2024
14,359,719,04/16/2024
15,472,867,07/28/2024
13,4106,665,05/01/2024
5,1766,707,01/01/2024
14,2057,879,09/28/2024
2,4642,931,05/08/2024
15,3301,610,02/09/2024
7,512,707,07/24/2024
14,2024,413,12/30/2024
3,3120,484,07/19/2024
2,2457,771,10/30/2024
4,1486,158,06/25/2024
2,1107,26,02/10/2024
15,1717,554,06/08/2024
11,1925,72,09/18/2024
17,365,293,10/31/2024
19,3538,278,12/16/2024
5,2157,384,07/18/2024
2,3136,171,05/16/2024
13,3867,28,01/31/2024
12,2673,892,03/29/2024
4,4302,369,08/18/2024
12,3145,344,03/18/2024
10,3477,927,06/04/2024
9,3967,577,06/11/2024
2,4558,613,07/19/2024
13,2053,791,03/19/2024
16,4723,900,01/31/2024
16,2484,631,09/22/2024
13,1190,391,10/28/2024
9,2593,892,12/06/2024
1,3960,131,06/04/2024
4,3626,785,07/18/2024
1,3706,872,04/27/2024
7,3177,47,10/17/2024
19,692,705,04/20/2024
3,1525,476,09/09/2024
17,3489,379,01/17/2024
16,1498,729,04/30/2024
9,4023,978,10/26/2024
3,1776,935,05/05/2024
11,4057,802,02/10/2024
3,2400,884,04/13/2024
8,4590,470,01/26/2024
4,4851,508,06/27/2024
11,4965,238,12/29/2024
19,3043,43,09/24/2024
15,4914,414,09/16/2024
10,3206,763,07/09/2024
9,4378,40,10/14/2024
5,2714,819,11/20/2024
16,3034,939,01/19/2024
17,3948,469,06/16/2024
2,3919,17,12/04/2024
18,4858,459,05/09/2024
1,2523,705,05/23/2024
12,1270,855,11/19/2024
6,457,3,07/12/2024
19,3226,248,12/23/2024
4,302,408,02/11/2024
19,1020,492,10/15/2024
15,4305,652,05/05/2024
12,1950,346,12/07/2024
14,1241,123,08/28/2024
4,2049,452,07/14/2024
19,1575,931,08/22/2024
18,1543,667,10/24/2024
5,1896,480,01/15/2024
13,1969,156,12/18/2024
10,4995,657,12/02/2024
7,3013,730,10/08/2024
8,1790,861,10/09/2024
12,1585,437,08/15/2024
15,280,242,08/15/2024
13,524,205,10/02/2024
12,2022,569,11/05/2024
1,1957,457,11/13/2024
2,741,517,01/22/2024
19,136,709,07/15/2024
11,2361,479,05/07/2024
18,1660,960,12/13/2024
8,2043,276,08/19/2024
12,3117,71,05/28/2024
1,3341,188,09/23/2024
18,238,514,02/16/2024
5,749,185,09/15/2024
4,2271,869,02/05/2024
18,1711,419,09/24/2024
19,4661,446,09/29/2024
7,222,245,04/08/2024
15,2368,488,04/21/2024
3,2069,480,05/22/2024
10,4431,289,01/26/2024
1,3953,787,11/03/2024
13,1296,64,01/24/2024
13,3517,156,05/18/2024
13,3879,953,05/22/2024
10,2132,41,03/28/2024
2,1822,805,11/06/2024
10,2205,611,09/16/2024
10,3884,39,03/29/2024
1,4434,157,07/26/2024
2,1515,528,12/22/2024
2,4350,953,03/05/2024
7,2746,216,01/29/2024
7,854,763,06/04/2024
6,1247,435,10/14/2024
12,2416,435,02/24/2024
16,4163,951,02/15/2024
4,14,144,02/08/2024
13,4006,379,01/30/2024
11,3668,475,12/17/2024
7,3531,1,09/20/2024
1,3652,361,01/31/2024
8,1475,870,10/25/2024
16,2201,70,09/01/2024
1,673,16,06/29/2024
9,1452,76,02/01/2024
14,3742,50,02/24/2024
10,1840,836,12/02/2024
1,105,829,08/27/2024
8,3383,488,08/02/2024
2,2376,222,11/25/2024
8,1983,580,09/08/2024
5,1453,796,10/25/2024
7,296,687,05/20/2024
14,2475,735,12/09/2024
16,4100,966,01/03/2024
5,1900,371,01/29/2024
6,953,52,07/16/2024
16,565,250,04/26/2024
15,4645,756,11/04/2024
12,2243,992,01/22/2024
16,2390,949,06/03/2024
8,602,93,07/25/2024
17,48,455,05/02/2024
6,3260,810,05/14/2024
2,2757,177,07/21/2024
13,3790,519,08/30/2024
1,2181,286,05/21/2024
14,1071,4,04/06/2024
16,4801,216,03/10/2024
4,530,147,03/08/2024
10,1733,143,10/15/2024
15,2026,991,08/10/2024
12,1504,9,08/31/2024
10,1612,859,05/13/2024
11,709,749,06/09/2024
1,408,398,06/29/2024
15,4233,277,05/17/2024
11,902,364,08/09/2024
10,826,134,09/07/2024
1,479,214,03/28/2024
8,2395,64,05/18/2024
4,2793,514,09/17/2024
17,4542,657,08/24/2024
3,1988,578,11/08/2024
15,2594,670,02/15/2024
2,2432,69,10/02/2024
16,157,212,12/16/2024
3,2187,630,09/02/2024
8,2178,99,10/08/2024
11,147,249,02/01/2024
10,4237,931,11/02/2024
19,4029,184,02/12/2024
16,818,859,11/01/2024
17,4722,268,01/24/2024
19,4267,649,09/14/2024
9,3318,104,08/24/2024
3,845,506,12/07/2024
14,2288,87,05/11/2024
17,1543,633,04/16/2024
8,90,345,02/27/2024
18,4388,909,02/15/2024
12,2581,920,12/23/2024
19,3225,508,05/10/2024
1,513,396,07/04/2024
1,1585,301,01/15/2024
10,4616,287,09/06/2024
6,2782,852,02/05/2024
12,4443,966,12/24/2024
1,2168,372,05/27/2024
8,2845,645,06/21/2024
11,293,54,04/23/2024
18,2693,440,06/09/2024
5,458,956,04/17/2024
11,3370,552,10/05/2024
19,2715,620,01/03/2024
1,2578,900,08/17/2024
8,3506,486,10/09/2024
11,74,325,12/28/2024
15,4298,496,01/26/2024
13,2233,644,04/17/2024
7,4945,463,03/29/2024
18,4006,951,05/19/2024
11,2709,269,04/23/2024
7,404,525,02/12/2024
9,245,686,10/21/2024
10,246,71,06/17/2024
12,4386,725,08/18/2024
6,1970,983,06/07/2024
18,4878,838,06/25/2024
4,1702,43,04/15/2024
18,3099,604,09/09/2024
7,3379,248,01/19/2024
6,2046,303,03/28/2024
5,289,417,07/05/2024
6,3793,461,02/12/2024
10,3709,287,05/03/2024
5,2890,349,12/05/2024
19,4766,801,04/02/2024
17,3743,544,12/29/2024
7,4209,621,04/30/2024
16,2610,340,05/19/2024
8,3801,923,08/08/2024
11,4200,393,07/07/2024
1,2955,873,04/10/2024
9,3520,553,10/12/2024
3,208,473,01/16/2024
8,3117,647,04/17/2024
